,dice_score_0,precision_0,sensitivity_0,loss_g,loss_d,learning_rate_g,learning_rate_d,dice_score_complete_tumor_2019,precision_complete_tumor_2019,sensitivity_complete_tumor_2019,dice_score_tumor_core_2019,precision_tumor_core_2019,sensitivity_tumor_core_2019,dice_score_complete_tumor,precision_complete_tumor,sensitivity_complete_tumor,dice_score_tumor_core,precision_tumor_core,sensitivity_tumor_core,dice_score_enhancing_tumor,precision_enhancing_tumor,sensitivity_enhancing_tumor,epoch
0,0.6562243702753288,0.8360016273289193,0.6088319220012282,0.0,0.0,1.9999999494757503e-05,1.9999999494757503e-05,,,,,,,,,,,,,,,,0
