,slice,loss_g,loss_d,sensitivity,specificity,false_positive_rate,precision,dice_score,balanced_accuracy,smooth_dice_loss,mae,method
10340,1700,0.0,0.0,0.7964444,0.998758,0.00124197,0.9840747,0.88037336,0.89760125,0.20104629,0.019023437,Majority Voting No Flair
10341,1701,0.0,0.0,0.78361607,0.99930984,0.0006901609,0.99162304,0.8754333,0.8914629,0.20104629,0.021054687,Majority Voting No Flair
10342,1702,0.0,0.0,0.75769854,0.9972333,0.00276673,0.966908,0.8496138,0.8774659,0.20104629,0.025859375,Majority Voting No Flair
10343,1703,0.0,0.0,0.7399846,0.9978699,0.0021300644,0.9751269,0.8414367,0.86892724,0.20104629,0.02828125,Majority Voting No Flair
10344,1704,0.0,0.0,0.74387026,0.997952,0.0020480196,0.97672117,0.84453964,0.8709111,0.20104629,0.028359376,Majority Voting No Flair
10345,1705,0.0,0.0,0.7033929,0.9981626,0.0018373507,0.9786802,0.8185099,0.8507778,0.20104629,0.03339844,Majority Voting No Flair
10346,1706,0.0,0.0,0.7608217,0.9947976,0.005202413,0.9457364,0.8432608,0.87780964,0.20104629,0.030117188,Majority Voting No Flair
10347,1707,0.0,0.0,0.7264219,0.9946543,0.005345719,0.94299066,0.8206588,0.86053807,0.20104629,0.034453124,Majority Voting No Flair
10348,1708,0.0,0.0,0.6303419,0.9974114,0.0025886276,0.9677419,0.76342463,0.8138766,0.20104629,0.042851564,Majority Voting No Flair
10349,1709,0.0,0.0,0.6392694,0.99696743,0.0030325672,0.9634727,0.7685811,0.8181184,0.20104629,0.0428125,Majority Voting No Flair
10350,1710,0.0,0.0,0.7136842,0.99283516,0.007164835,0.9258079,0.80602336,0.8532597,0.20104629,0.038242187,Majority Voting No Flair
10351,1711,0.0,0.0,0.78144544,0.9960831,0.0039169085,0.96193326,0.86234665,0.88876426,0.20104629,0.028046874,Majority Voting No Flair
10352,1712,0.0,0.0,0.8453464,0.99595463,0.0040453784,0.9633174,0.90048456,0.9206505,0.20104629,0.020859376,Majority Voting No Flair
10353,1713,0.0,0.0,0.84341514,0.9972255,0.002774475,0.9748302,0.9043736,0.92032033,0.20104629,0.02015625,Majority Voting No Flair
10354,1714,0.0,0.0,0.84148043,0.99722904,0.002770936,0.97452486,0.9031291,0.91935474,0.20104629,0.020195313,Majority Voting No Flair
10355,1715,0.0,0.0,0.86537784,0.9951659,0.0048341025,0.9572317,0.9089902,0.93027186,0.20104629,0.019257812,Majority Voting No Flair
10356,1716,0.0,0.0,0.8712627,0.9930571,0.0069429185,0.94003797,0.9043447,0.9321599,0.20104629,0.02046875,Majority Voting No Flair
10357,1717,0.0,0.0,0.8771992,0.99213463,0.007865366,0.93300897,0.90424377,0.9346669,0.20104629,0.020625,Majority Voting No Flair
10358,1718,0.0,0.0,0.87469375,0.99274504,0.0072549796,0.9380631,0.90527076,0.9337194,0.20104629,0.020429688,Majority Voting No Flair
10359,1719,0.0,0.0,0.86721253,0.99341846,0.0065815453,0.9419954,0.9030584,0.9303155,0.20104629,0.020429688,Majority Voting No Flair
10360,1720,0.0,0.0,0.84490824,0.992244,0.0077560144,0.929901,0.88536954,0.9185761,0.20104629,0.02375,Majority Voting No Flair
10361,1721,0.0,0.0,0.82301843,0.9933003,0.0066996543,0.9369592,0.8763006,0.9081594,0.20104629,0.025078125,Majority Voting No Flair
10362,1722,0.0,0.0,0.82211536,0.9955887,0.004411251,0.95654047,0.8842482,0.90885204,0.20104629,0.022734376,Majority Voting No Flair
10363,1723,0.0,0.0,0.8452246,0.9953379,0.0046621063,0.95439047,0.8964965,0.92028123,0.20104629,0.020195313,Majority Voting No Flair
10364,1724,0.0,0.0,0.84996194,0.99495083,0.005049186,0.9505963,0.89746684,0.9224564,0.20104629,0.019921875,Majority Voting No Flair
10365,1725,0.0,0.0,0.8994666,0.99274707,0.0072529465,0.9288136,0.91390455,0.9461068,0.20104629,0.016132813,Majority Voting No Flair
10366,1726,0.0,0.0,0.8835358,0.99470127,0.005298755,0.94489247,0.91318464,0.9391185,0.20104629,0.015664063,Majority Voting No Flair
10367,1727,0.0,0.0,0.90640616,0.9928202,0.007179794,0.9223301,0.91429883,0.9496132,0.20104629,0.014609375,Majority Voting No Flair
10368,1728,0.0,0.0,0.96007985,0.9914816,0.008518393,0.9054118,0.9319448,0.9757807,0.057246923,0.010978242,Full Training
10369,1729,0.0,0.0,0.95419455,0.99298304,0.0070169508,0.91782176,0.9356548,0.9735888,0.057246923,0.0100221755,Full Training
10370,1730,0.0,0.0,0.9459757,0.99234843,0.0076515595,0.9041096,0.92456895,0.9691621,0.057246923,0.010920942,Full Training
10371,1731,0.0,0.0,0.95492786,0.99202037,0.007979612,0.8926966,0.92276424,0.97347414,0.057246923,0.010357637,Full Training
10372,1732,0.0,0.0,0.94244605,0.9923975,0.007602509,0.8873153,0.9140501,0.96742177,0.057246923,0.010576192,Full Training
10373,1733,0.0,0.0,0.8383769,0.99416053,0.0058394764,0.8963235,0.86638236,0.9162687,0.057246923,0.014657055,Full Training
10374,1734,0.0,0.0,0.91540784,0.9919535,0.008046491,0.8211382,0.8657143,0.9536807,0.057246923,0.011057742,Full Training
10375,1735,0.0,0.0,0.90652174,0.9932739,0.006726094,0.834,0.86875,0.9498978,0.057246923,0.009809357,Full Training
10376,1736,0.0,0.0,0.8807947,0.9919903,0.00800966,0.7696759,0.82149476,0.93639255,0.057246923,0.011349507,Full Training
10377,1737,0.0,0.0,0.870229,0.9935795,0.006420482,0.73906,0.7992989,0.93190426,0.057246923,0.008972658,Full Training
10378,1738,0.0,0.0,0.9746479,0.99215686,0.007843138,0.6360294,0.76974416,0.9834024,0.057246923,0.008076222,Full Training
10379,1739,0.0,0.0,0.947541,0.99707454,0.0029254793,0.79614323,0.8652695,0.97230774,0.057246923,0.0034690145,Full Training
10380,1740,0.0,0.0,0.7483871,0.9997642,0.00023580271,0.9508197,0.8375451,0.87407565,0.057246923,0.0017617182,Full Training
10381,1741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.057246923,0.0043359376,Full Training
10382,1742,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.057246923,0.0012890626,Full Training
10383,1743,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10384,1744,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10385,1745,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10386,1746,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10387,1747,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10388,1748,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10389,1749,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10390,1750,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10391,1751,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10392,1752,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10393,1753,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10394,1754,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10395,1755,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10396,1756,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10397,1757,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10398,1758,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10399,1759,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10400,1760,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10401,1761,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10402,1762,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10403,1763,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10404,1764,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10405,1765,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10406,1766,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10407,1767,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10408,1768,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10409,1769,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10410,1770,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10411,1771,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10412,1772,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10413,1773,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10414,1774,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10415,1775,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10416,1776,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10417,1777,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10418,1778,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10419,1779,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10420,1780,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10421,1781,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10422,1782,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10423,1783,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10424,1784,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10425,1785,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10426,1786,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10427,1787,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10428,1788,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10429,1789,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10430,1790,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10431,1791,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.057246923,0.0,Full Training
10432,1728,0.0,0.0,0.93113774,0.9904221,0.009577895,0.8919694,0.9111328,0.9607799,0.18714118,0.01421875,Majority Voting
10433,1729,0.0,0.0,0.92485845,0.98934776,0.0106522385,0.8770132,0.9003006,0.95710313,0.18714118,0.015546875,Majority Voting
10434,1730,0.0,0.0,0.9206174,0.989868,0.01013201,0.873888,0.8966443,0.9552427,0.18714118,0.015039062,Majority Voting
10435,1731,0.0,0.0,0.9332933,0.9864221,0.013577875,0.8269436,0.8769057,0.9598577,0.18714118,0.01703125,Majority Voting
10436,1732,0.0,0.0,0.93655986,0.9833825,0.016617507,0.78165936,0.8521273,0.9599712,0.18714118,0.019414062,Majority Voting
10437,1733,0.0,0.0,0.9037139,0.9831028,0.016897209,0.7630662,0.82745594,0.94340837,0.18714118,0.02140625,Majority Voting
10438,1734,0.0,0.0,0.92749244,0.9730158,0.02698419,0.58107257,0.71450734,0.95025414,0.18714118,0.02875,Majority Voting
10439,1735,0.0,0.0,0.8913044,0.98176664,0.018233387,0.6456693,0.74885845,0.9365355,0.18714118,0.021484375,Majority Voting
10440,1736,0.0,0.0,0.8370861,0.9806802,0.019319782,0.5683453,0.677022,0.90888315,0.18714118,0.023554688,Majority Voting
10441,1737,0.0,0.0,0.8721374,0.9846467,0.015353326,0.54275537,0.6691069,0.92839205,0.18714118,0.01765625,Majority Voting
10442,1738,0.0,0.0,0.93802816,0.9880372,0.011962765,0.5244095,0.6727273,0.9630327,0.18714118,0.01265625,Majority Voting
10443,1739,0.0,0.0,0.90163934,0.9912236,0.008776438,0.55331993,0.68578553,0.94643146,0.18714118,0.00984375,Majority Voting
10444,1740,0.0,0.0,0.83225805,0.993987,0.006012969,0.4574468,0.590389,0.91312253,0.18714118,0.0069921874,Majority Voting
10445,1741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.18714118,0.0043359376,Majority Voting
10446,1742,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.18714118,0.0012890626,Majority Voting
10447,1743,0.0,0.0,1.0,0.99992186,7.8125e-05,0.0,0.0,0.99996096,0.18714118,7.8125e-05,Majority Voting
10448,1744,0.0,0.0,1.0,0.9985156,0.001484375,0.0,0.0,0.9992578,0.18714118,0.001484375,Majority Voting
10449,1745,0.0,0.0,1.0,0.9944141,0.0055859373,0.0,0.0,0.99720705,0.18714118,0.0055859373,Majority Voting
10450,1746,0.0,0.0,1.0,0.99121094,0.0087890625,0.0,0.0,0.99560547,0.18714118,0.0087890625,Majority Voting
10451,1747,0.0,0.0,1.0,0.99566406,0.0043359376,0.0,0.0,0.99783206,0.18714118,0.0043359376,Majority Voting
10452,1748,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10453,1749,0.0,0.0,1.0,0.99996096,3.90625e-05,0.0,0.0,0.99998045,0.18714118,3.90625e-05,Majority Voting
10454,1750,0.0,0.0,1.0,0.99921876,0.00078125,0.0,0.0,0.99960935,0.18714118,0.00078125,Majority Voting
10455,1751,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10456,1752,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10457,1753,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10458,1754,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10459,1755,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10460,1756,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10461,1757,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10462,1758,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10463,1759,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10464,1760,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10465,1761,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10466,1762,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10467,1763,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10468,1764,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10469,1765,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10470,1766,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10471,1767,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10472,1768,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10473,1769,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10474,1770,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10475,1771,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10476,1772,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10477,1773,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10478,1774,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10479,1775,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10480,1776,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10481,1777,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10482,1778,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10483,1779,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10484,1780,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10485,1781,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10486,1782,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10487,1783,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10488,1784,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10489,1785,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10490,1786,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10491,1787,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10492,1788,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10493,1789,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10494,1790,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10495,1791,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18714118,0.0,Majority Voting
10496,1728,0.0,0.0,0.9456088,0.9911002,0.0088998135,0.9002375,0.92236555,0.96835446,0.07237661,0.012460938,Majority Voting No T1
10497,1729,0.0,0.0,0.93154913,0.9921376,0.007862367,0.9068136,0.919015,0.9618434,0.07237661,0.012460938,Majority Voting No T1
10498,1730,0.0,0.0,0.9288864,0.992895,0.00710502,0.9088457,0.91875684,0.9608907,0.07237661,0.011640625,Majority Voting No T1
10499,1731,0.0,0.0,0.9543269,0.9902657,0.009734292,0.8720483,0.9113343,0.9722963,0.07237661,0.012070312,Majority Voting No T1
10500,1732,0.0,0.0,0.9496403,0.98857546,0.011424536,0.84076434,0.8918919,0.96910787,0.07237661,0.01375,Majority Voting No T1
10501,1733,0.0,0.0,0.89133424,0.98840386,0.011596124,0.822335,0.85544556,0.93986905,0.07237661,0.017109375,Majority Voting No T1
10502,1734,0.0,0.0,0.9063444,0.9765514,0.023448613,0.6093433,0.7287449,0.9414479,0.07237661,0.026171874,Majority Voting No T1
10503,1735,0.0,0.0,0.8891304,0.9811993,0.018800648,0.6380655,0.74296093,0.93516487,0.07237661,0.022109374,Majority Voting No T1
10504,1736,0.0,0.0,0.88874173,0.97794324,0.022056751,0.5504512,0.6798379,0.93334246,0.07237661,0.0246875,Majority Voting No T1
10505,1737,0.0,0.0,0.91221374,0.98125696,0.018743021,0.5042194,0.6494565,0.9467354,0.07237661,0.02015625,Majority Voting No T1
10506,1738,0.0,0.0,0.94647884,0.9877996,0.012200436,0.5217391,0.6726727,0.96713924,0.07237661,0.012773437,Majority Voting No T1
10507,1739,0.0,0.0,0.9377049,0.993556,0.006443961,0.63697106,0.7586207,0.9656305,0.07237661,0.007109375,Majority Voting No T1
10508,1740,0.0,0.0,0.92258066,0.9960306,0.0039693457,0.5860656,0.716792,0.95930564,0.07237661,0.0044140625,Majority Voting No T1
10509,1741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.07237661,0.0043359376,Majority Voting No T1
10510,1742,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.07237661,0.0012890626,Majority Voting No T1
10511,1743,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10512,1744,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10513,1745,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10514,1746,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10515,1747,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10516,1748,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10517,1749,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10518,1750,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10519,1751,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10520,1752,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10521,1753,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10522,1754,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10523,1755,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10524,1756,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10525,1757,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10526,1758,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10527,1759,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10528,1760,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10529,1761,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10530,1762,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10531,1763,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10532,1764,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10533,1765,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10534,1766,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10535,1767,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10536,1768,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10537,1769,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10538,1770,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10539,1771,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10540,1772,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10541,1773,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10542,1774,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10543,1775,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10544,1776,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10545,1777,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10546,1778,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10547,1779,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10548,1780,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10549,1781,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10550,1782,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10551,1783,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10552,1784,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10553,1785,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10554,1786,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10555,1787,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10556,1788,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10557,1789,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10558,1790,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10559,1791,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07237661,0.0,Majority Voting No T1
10560,1728,0.0,0.0,0.93163675,0.99054927,0.009450754,0.8933014,0.91206646,0.961093,0.07130319,0.0140625,Majority Voting No T1c
10561,1729,0.0,0.0,0.9341225,0.98917866,0.010821321,0.8763882,0.90433484,0.9616506,0.07130319,0.015,Majority Voting No T1c
10562,1730,0.0,0.0,0.92171997,0.9885647,0.011435298,0.8600823,0.889835,0.9551423,0.07130319,0.016171874,Majority Voting No T1c
10563,1731,0.0,0.0,0.9176683,0.985879,0.0141209895,0.8187668,0.86540097,0.95177364,0.07130319,0.018554688,Majority Voting No T1c
10564,1732,0.0,0.0,0.9175932,0.98437953,0.015620456,0.7886453,0.8482467,0.9509864,0.07130319,0.019609375,Majority Voting No T1c
10565,1733,0.0,0.0,0.85557085,0.9848836,0.015116375,0.77315104,0.8122755,0.9202272,0.07130319,0.022460938,Majority Voting No T1c
10566,1734,0.0,0.0,0.8922457,0.9788272,0.021172836,0.6297086,0.73833334,0.93553644,0.07130319,0.02453125,Majority Voting No T1c
10567,1735,0.0,0.0,0.8543478,0.9906807,0.009319287,0.77362204,0.81198347,0.92251426,0.07130319,0.01421875,Majority Voting No T1c
