,slice,loss_g,loss_d,sensitivity,specificity,false_positive_rate,precision,dice_score,balanced_accuracy,smooth_dice_loss,mae,method
6615,1111,0.0,0.0,0.9415449,0.9888673,0.011132724,0.8341554,0.8846028,0.9652061,0.21229005,0.013789062,Majority Voting
6616,1112,0.0,0.0,0.9380592,0.98774177,0.012258251,0.8215793,0.875964,0.96290046,0.21229005,0.015078125,Majority Voting
6617,1113,0.0,0.0,0.91413474,0.98800135,0.011998671,0.82725644,0.8685284,0.95106804,0.21229005,0.016367188,Majority Voting
6618,1114,0.0,0.0,0.8978289,0.98797536,0.012024632,0.8294985,0.8623122,0.9429021,0.21229005,0.017539062,Majority Voting
6619,1115,0.0,0.0,0.88347054,0.9883019,0.011698098,0.8323389,0.85714287,0.9358862,0.21229005,0.018164063,Majority Voting
6620,1116,0.0,0.0,0.8878866,0.9874002,0.012599801,0.81975013,0.852459,0.9376434,0.21229005,0.018632812,Majority Voting
6621,1117,0.0,0.0,0.87621516,0.9884441,0.011555888,0.82944787,0.8521904,0.93232965,0.21229005,0.018320313,Majority Voting
6622,1118,0.0,0.0,0.8540717,0.98898816,0.011011843,0.8318528,0.8428158,0.9215299,0.21229005,0.019101562,Majority Voting
6623,1119,0.0,0.0,0.81582445,0.9895833,0.010416667,0.83017594,0.8229376,0.9027039,0.21229005,0.020625,Majority Voting
6624,1120,0.0,0.0,0.76687115,0.9900551,0.009944889,0.82417583,0.7944915,0.87846315,0.21229005,0.022734376,Majority Voting
6625,1121,0.0,0.0,0.6662088,0.99097085,0.009029158,0.81649834,0.73373675,0.8285898,0.21229005,0.0275,Majority Voting
6626,1122,0.0,0.0,0.5954253,0.9901244,0.009875625,0.7770522,0.674221,0.79277486,0.21229005,0.031445313,Majority Voting
6627,1123,0.0,0.0,0.42089552,0.9915911,0.008408903,0.734375,0.5351044,0.70624334,0.21229005,0.03828125,Majority Voting
6628,1124,0.0,0.0,0.36677366,0.99392295,0.0060770307,0.7553719,0.49378714,0.68034834,0.21229005,0.036601562,Majority Voting
6629,1125,0.0,0.0,0.4175918,0.99279547,0.007204552,0.73533833,0.53267974,0.70519364,0.21229005,0.033515625,Majority Voting
6630,1126,0.0,0.0,0.47477478,0.9924867,0.0075132707,0.74120957,0.5788029,0.7336308,0.21229005,0.029960938,Majority Voting
6631,1127,0.0,0.0,0.53175354,0.99307394,0.006926054,0.76744187,0.6282195,0.76241374,0.21229005,0.0259375,Majority Voting
6632,1128,0.0,0.0,0.5936214,0.9940312,0.005968816,0.7969613,0.6804245,0.7938263,0.21229005,0.021171875,Majority Voting
6633,1129,0.0,0.0,0.56732893,0.9948571,0.0051429495,0.8018721,0.664512,0.781093,0.21229005,0.020273438,Majority Voting
6634,1130,0.0,0.0,0.5277078,0.9966943,0.003305652,0.8363274,0.64710426,0.7622011,0.21229005,0.017851563,Majority Voting
6635,1131,0.0,0.0,0.34795323,0.9983946,0.0016053942,0.8561151,0.4948025,0.6731739,0.21229005,0.018984376,Majority Voting
6636,1132,0.0,0.0,0.44937834,0.9984423,0.0015576946,0.8664383,0.59181285,0.72391033,0.21229005,0.013632813,Majority Voting
6637,1133,0.0,0.0,0.27668846,0.9985283,0.0014716996,0.7743902,0.40770465,0.63760835,0.21229005,0.014414063,Majority Voting
6638,1134,0.0,0.0,0.31085044,0.99825805,0.0017419533,0.70666665,0.4317719,0.65455425,0.21229005,0.010898437,Majority Voting
6639,1135,0.0,0.0,0.31203008,0.9991316,0.0008683982,0.7904762,0.44743934,0.6555808,0.21229005,0.008007812,Majority Voting
6640,1136,0.0,0.0,0.08045977,1.0,0.0,1.0,0.14893617,0.54022986,0.21229005,0.00625,Majority Voting
6641,1137,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21229005,0.00359375,Majority Voting
6642,1138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21229005,0.0008984375,Majority Voting
6643,1139,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6644,1140,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6645,1141,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6646,1142,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6647,1143,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6648,1144,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6649,1145,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6650,1146,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6651,1147,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6652,1148,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6653,1149,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6654,1150,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6655,1151,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.21229005,0.0,Majority Voting
6656,1088,0.0,0.0,0.9665588,0.9920966,0.007903377,0.8212649,0.88800794,0.9793277,0.23197758,0.008828125,Majority Voting No T1
6657,1089,0.0,0.0,0.98585856,0.9927265,0.007273466,0.84502167,0.91002333,0.98929256,0.23197758,0.0075390623,Majority Voting No T1
6658,1090,0.0,0.0,0.9734345,0.99303347,0.0069665117,0.85714287,0.91159487,0.983234,0.23197758,0.0077734375,Majority Voting No T1
6659,1091,0.0,0.0,0.9927602,0.9915493,0.008450705,0.8412577,0.91075134,0.9921547,0.23197758,0.008398438,Majority Voting No T1
6660,1092,0.0,0.0,0.99557525,0.98937476,0.010625255,0.8122744,0.8946322,0.992475,0.23197758,0.010351563,Majority Voting No T1
6661,1093,0.0,0.0,0.9948007,0.98772806,0.012271946,0.79281765,0.8823981,0.9912644,0.23197758,0.011953125,Majority Voting No T1
6662,1094,0.0,0.0,0.9933389,0.983237,0.016762981,0.7446941,0.8512308,0.9882879,0.23197758,0.016289063,Majority Voting No T1
6663,1095,0.0,0.0,0.98318654,0.9831219,0.016878158,0.74923736,0.8504155,0.9831542,0.23197758,0.016875,Majority Voting No T1
6664,1096,0.0,0.0,0.98441154,0.98383844,0.016161533,0.7626812,0.85947603,0.984125,0.23197758,0.016132813,Majority Voting No T1
6665,1097,0.0,0.0,0.9858209,0.98446,0.015539983,0.77797407,0.8696511,0.98514044,0.23197758,0.01546875,Majority Voting No T1
6666,1098,0.0,0.0,0.9920174,0.98307323,0.016926762,0.76927406,0.866561,0.9875453,0.23197758,0.016445313,Majority Voting No T1
6667,1099,0.0,0.0,0.990106,0.9855696,0.014430432,0.80057144,0.885308,0.9878378,0.23197758,0.014179688,Majority Voting No T1
6668,1100,0.0,0.0,0.9848693,0.9895221,0.010477926,0.8498516,0.9123925,0.9871957,0.23197758,0.0107421875,Majority Voting No T1
6669,1101,0.0,0.0,0.9823967,0.98843426,0.011565725,0.8387283,0.90489554,0.9854155,0.23197758,0.011914062,Majority Voting No T1
6670,1102,0.0,0.0,0.9640958,0.9876328,0.012367198,0.82951945,0.8917589,0.9758643,0.23197758,0.01375,Majority Voting No T1
6671,1103,0.0,0.0,0.9622642,0.9873943,0.012605739,0.82448035,0.8880597,0.9748292,0.23197758,0.0140625,Majority Voting No T1
6672,1104,0.0,0.0,0.93688637,0.9873831,0.012616861,0.8141377,0.8712096,0.9621348,0.23197758,0.015429688,Majority Voting No T1
6673,1105,0.0,0.0,0.93687946,0.98999584,0.010004134,0.84516954,0.88866466,0.9634377,0.23197758,0.012929687,Majority Voting No T1
6674,1106,0.0,0.0,0.9358974,0.9939246,0.0060753846,0.89938396,0.9172775,0.96491104,0.23197758,0.009257812,Majority Voting No T1
6675,1107,0.0,0.0,0.95743144,0.9926489,0.007351119,0.8817276,0.91802144,0.9750402,0.23197758,0.009257812,Majority Voting No T1
6676,1108,0.0,0.0,0.9544484,0.9901219,0.009878074,0.8487342,0.89849246,0.97228515,0.23197758,0.011835937,Majority Voting No T1
6677,1109,0.0,0.0,0.94247156,0.99098873,0.0090112435,0.85889965,0.898747,0.9667302,0.23197758,0.011679688,Majority Voting No T1
6678,1110,0.0,0.0,0.9224319,0.99023545,0.0097645745,0.84832907,0.88382995,0.95633364,0.23197758,0.013554688,Majority Voting No T1
6679,1111,0.0,0.0,0.91510093,0.98986053,0.010139469,0.84294873,0.8775442,0.95248073,0.23197758,0.014335938,Majority Voting No T1
6680,1112,0.0,0.0,0.9160358,0.9898124,0.010187601,0.8440076,0.87854785,0.9529241,0.23197758,0.014375,Majority Voting No T1
6681,1113,0.0,0.0,0.8804491,0.99057543,0.009424562,0.8544872,0.8672739,0.9355123,0.23197758,0.0159375,Majority Voting No T1
6682,1114,0.0,0.0,0.88952744,0.9915536,0.008446367,0.872807,0.8810879,0.94054055,0.23197758,0.0146875,Majority Voting No T1
6683,1115,0.0,0.0,0.8638379,0.99109113,0.008908872,0.8643853,0.8641115,0.9274645,0.23197758,0.016757812,Majority Voting No T1
6684,1116,0.0,0.0,0.82409793,0.98972887,0.010271125,0.83813894,0.83105916,0.9069134,0.23197758,0.0203125,Majority Voting No T1
6685,1117,0.0,0.0,0.81529486,0.9902731,0.009726899,0.84316355,0.82899505,0.902784,0.23197758,0.020273438,Majority Voting No T1
6686,1118,0.0,0.0,0.8058632,0.9903179,0.0096821105,0.8414966,0.8232945,0.89809054,0.23197758,0.020742187,Majority Voting No T1
6687,1119,0.0,0.0,0.78125,0.99107736,0.008922643,0.84532374,0.8120249,0.88616365,0.23197758,0.02125,Majority Voting No T1
6688,1120,0.0,0.0,0.7341513,0.99146396,0.00853603,0.8394388,0.78327274,0.86280763,0.23197758,0.02328125,Majority Voting No T1
6689,1121,0.0,0.0,0.5556319,0.9934974,0.0065026507,0.8374741,0.66804296,0.7745646,0.23197758,0.03140625,Majority Voting No T1
6690,1122,0.0,0.0,0.44960687,0.99388456,0.0061154496,0.8095238,0.578125,0.7217457,0.23197758,0.035859376,Majority Voting No T1
6691,1123,0.0,0.0,0.32238805,0.9946826,0.005317395,0.77005345,0.45449764,0.65853536,0.23197758,0.040507812,Majority Voting No T1
6692,1124,0.0,0.0,0.288122,0.99728996,0.0027100272,0.8447059,0.42968282,0.642706,0.23197758,0.03722656,Majority Voting No T1
6693,1125,0.0,0.0,0.33988044,0.99582464,0.0041753654,0.796,0.47636145,0.6678525,0.23197758,0.034179688,Majority Voting No T1
6694,1126,0.0,0.0,0.40810812,0.9948959,0.005104124,0.783737,0.5367299,0.70150197,0.23197758,0.030546876,Majority Voting No T1
6695,1127,0.0,0.0,0.42748815,0.99515176,0.004848238,0.79122806,0.5550769,0.71132,0.23197758,0.028242188,Majority Voting No T1
6696,1128,0.0,0.0,0.4516461,0.9964674,0.0035325645,0.83460075,0.5861148,0.7240568,0.23197758,0.02421875,Majority Voting No T1
6697,1129,0.0,0.0,0.4370861,0.9974083,0.0025917226,0.8608696,0.579795,0.7172472,0.23197758,0.022421874,Majority Voting No T1
6698,1130,0.0,0.0,0.36649874,0.99818593,0.0018140773,0.8660714,0.5150443,0.68234235,0.23197758,0.02140625,Majority Voting No T1
6699,1131,0.0,0.0,0.15204678,0.9994381,0.0005618879,0.88135594,0.2593516,0.5757424,0.23197758,0.023203125,Majority Voting No T1
6700,1132,0.0,0.0,0.28774422,0.9996405,0.000359468,0.94736844,0.4414169,0.6436924,0.23197758,0.016015625,Majority Voting No T1
6701,1133,0.0,0.0,0.1416122,0.99996024,3.9775667e-05,0.9848485,0.24761905,0.57078624,0.23197758,0.015429688,Majority Voting No T1
6702,1134,0.0,0.0,0.2346041,0.9999604,3.958985e-05,0.9876543,0.37914693,0.6172823,0.23197758,0.010234375,Majority Voting No T1
6703,1135,0.0,0.0,0.2744361,0.99988157,0.000118417935,0.9605263,0.4269006,0.6371588,0.23197758,0.00765625,Majority Voting No T1
6704,1136,0.0,0.0,0.06321839,1.0,0.0,1.0,0.11891892,0.5316092,0.23197758,0.0063671875,Majority Voting No T1
6705,1137,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23197758,0.00359375,Majority Voting No T1
6706,1138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23197758,0.0008984375,Majority Voting No T1
6707,1139,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6708,1140,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6709,1141,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6710,1142,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6711,1143,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6712,1144,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6713,1145,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6714,1146,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6715,1147,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6716,1148,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6717,1149,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6718,1150,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6719,1151,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23197758,0.0,Majority Voting No T1
6720,1088,0.0,0.0,0.94174755,0.98289627,0.017103717,0.6741313,0.7857786,0.96232194,0.19607055,0.01859375,Majority Voting No T1c
6721,1089,0.0,0.0,0.9757576,0.9825681,0.017431939,0.6924731,0.8100629,0.9791628,0.19607055,0.017695313,Majority Voting No T1c
6722,1090,0.0,0.0,0.9829222,0.9846411,0.015358918,0.7331918,0.8398865,0.98378164,0.19607055,0.015429688,Majority Voting No T1c
6723,1091,0.0,0.0,0.9963801,0.98652786,0.013472137,0.769392,0.8682965,0.991454,0.19607055,0.013046875,Majority Voting No T1c
6724,1092,0.0,0.0,0.99557525,0.98512465,0.014875358,0.7555406,0.85910654,0.99034995,0.19607055,0.014414063,Majority Voting No T1c
6725,1093,0.0,0.0,0.9965338,0.9836374,0.016362594,0.7419355,0.8505917,0.9900856,0.19607055,0.01578125,Majority Voting No T1c
6726,1094,0.0,0.0,0.99250627,0.9838518,0.016148202,0.7515763,0.8554001,0.988179,0.19607055,0.015742188,Majority Voting No T1c
6727,1095,0.0,0.0,0.9719776,0.98878896,0.011211039,0.8164089,0.8874269,0.9803833,0.19607055,0.01203125,Majority Voting No T1c
6728,1096,0.0,0.0,0.9758379,0.98902005,0.010979973,0.82422644,0.8936474,0.98242897,0.19607055,0.011640625,Majority Voting No T1c
6729,1097,0.0,0.0,0.97910446,0.98911786,0.01088211,0.8324873,0.8998628,0.9841112,0.19607055,0.01140625,Majority Voting No T1c
6730,1098,0.0,0.0,0.9658926,0.98901826,0.010981753,0.8334377,0.89478993,0.97745544,0.19607055,0.012226563,Majority Voting No T1c
6731,1099,0.0,0.0,0.95547706,0.9892909,0.010709117,0.8392303,0.8935889,0.972384,0.19607055,0.012578125,Majority Voting No T1c
6732,1100,0.0,0.0,0.9497937,0.99055743,0.009442558,0.85829705,0.90173036,0.97017556,0.19607055,0.011757812,Majority Voting No T1c
6733,1101,0.0,0.0,0.9553148,0.9901339,0.009866103,0.8556701,0.90275115,0.9727244,0.19607055,0.011875,Majority Voting No T1c
6734,1102,0.0,0.0,0.9567819,0.9902058,0.009794157,0.85910445,0.9053161,0.9734939,0.19607055,0.011757812,Majority Voting No T1c
6735,1103,0.0,0.0,0.9588949,0.9905457,0.009454304,0.8619019,0.907815,0.9747203,0.19607055,0.011289063,Majority Voting No T1c
6736,1104,0.0,0.0,0.96002805,0.99040294,0.009597088,0.85509056,0.90452594,0.9752155,0.19607055,0.011289063,Majority Voting No T1c
6737,1105,0.0,0.0,0.93475175,0.9914841,0.008515916,0.8648294,0.8984322,0.96311796,0.19607055,0.011640625,Majority Voting No T1c
6738,1106,0.0,0.0,0.9245014,0.9922714,0.00772855,0.8740741,0.89858085,0.9583864,0.19607055,0.011445313,Majority Voting No T1c
6739,1107,0.0,0.0,0.9444444,0.9925663,0.007433716,0.8791135,0.9106087,0.9685054,0.19607055,0.010039062,Majority Voting No T1c
6740,1108,0.0,0.0,0.93950176,0.99363506,0.0063649514,0.8955224,0.91698503,0.9665684,0.19607055,0.009335938,Majority Voting No T1c
6741,1109,0.0,0.0,0.9296875,0.9943783,0.005621693,0.90588236,0.91763055,0.9620329,0.19607055,0.009179687,Majority Voting No T1c
6742,1110,0.0,0.0,0.9007687,0.99457985,0.0054201665,0.9077465,0.9042441,0.9476743,0.19607055,0.010664063,Majority Voting No T1c
6743,1111,0.0,0.0,0.9032707,0.99399906,0.0060009104,0.8995149,0.9013889,0.9486349,0.19607055,0.01109375,Majority Voting No T1c
6744,1112,0.0,0.0,0.90433586,0.99399513,0.0060048867,0.9006169,0.90247256,0.94916546,0.19607055,0.01109375,Majority Voting No T1c
6745,1113,0.0,0.0,0.8599736,0.9927344,0.0072656316,0.8815166,0.87061185,0.926354,0.19607055,0.015117187,Majority Voting No T1c
6746,1114,0.0,0.0,0.8607918,0.9951319,0.0048681037,0.9201365,0.8894754,0.9279619,0.19607055,0.013085937,Majority Voting No T1c
6747,1115,0.0,0.0,0.8796707,0.99417174,0.0058282334,0.9084369,0.8938224,0.93692124,0.19607055,0.012890625,Majority Voting No T1c
6748,1116,0.0,0.0,0.92332476,0.9912259,0.0087741185,0.8716545,0.8967459,0.95727533,0.19607055,0.012890625,Majority Voting No T1c
6749,1117,0.0,0.0,0.8613091,0.9922268,0.007773205,0.8766491,0.8689114,0.92676795,0.19607055,0.015664063,Majority Voting No T1c
6750,1118,0.0,0.0,0.8384365,0.9924371,0.0075628506,0.8761062,0.85685754,0.9154368,0.19607055,0.016796876,Majority Voting No T1c
6751,1119,0.0,0.0,0.78922874,0.9923224,0.007677623,0.86516035,0.825452,0.89077556,0.19607055,0.019609375,Majority Voting No T1c
6752,1120,0.0,0.0,0.7457396,0.9922927,0.007707289,0.8546875,0.7965053,0.8690162,0.19607055,0.021835938,Majority Voting No T1c
6753,1121,0.0,0.0,0.6298077,0.99395293,0.006047051,0.8626529,0.7280667,0.81188035,0.19607055,0.026757812,Majority Voting No T1c
6754,1122,0.0,0.0,0.5632595,0.99413246,0.005867526,0.84731185,0.6766853,0.778696,0.19607055,0.029414063,Majority Voting No T1c
6755,1123,0.0,0.0,0.46492538,0.9934048,0.0065952186,0.79565775,0.5869053,0.7291651,0.19607055,0.034257814,Majority Voting No T1c
6756,1124,0.0,0.0,0.41091493,0.9948674,0.005132627,0.8037677,0.54381305,0.7028912,0.19607055,0.033554688,Majority Voting No T1c
6757,1125,0.0,0.0,0.3586678,0.99525154,0.004748455,0.7835821,0.4920914,0.6769597,0.19607055,0.033867188,Majority Voting No T1c
6758,1126,0.0,0.0,0.43063062,0.9947734,0.0052266233,0.7887789,0.55710953,0.712702,0.19607055,0.0296875,Majority Voting No T1c
6759,1127,0.0,0.0,0.46540284,0.99474436,0.005255653,0.7919355,0.58626866,0.7300736,0.19607055,0.027070312,Majority Voting No T1c
6760,1128,0.0,0.0,0.57098764,0.9958178,0.0041822316,0.84346503,0.6809816,0.78340274,0.19607055,0.0203125,Majority Voting No T1c
6761,1129,0.0,0.0,0.6434879,0.99680084,0.0031991578,0.88066465,0.7436224,0.82014436,0.19607055,0.015703125,Majority Voting No T1c
6762,1130,0.0,0.0,0.64231735,0.99697655,0.0030234621,0.8717949,0.7396664,0.81964695,0.19607055,0.014023437,Majority Voting No T1c
6763,1131,0.0,0.0,0.5263158,0.99731094,0.0026890351,0.8430913,0.6480648,0.7618134,0.19607055,0.015273438,Majority Voting No T1c
6764,1132,0.0,0.0,0.58259326,0.9971642,0.002835803,0.82205516,0.68191266,0.7898787,0.19607055,0.011953125,Majority Voting No T1c
6765,1133,0.0,0.0,0.44008714,0.99745435,0.0025456427,0.7593985,0.5572414,0.71877074,0.19607055,0.012539063,Majority Voting No T1c
6766,1134,0.0,0.0,0.41642228,0.99699116,0.0030088285,0.6513761,0.5080501,0.7067067,0.19607055,0.0107421875,Majority Voting No T1c
6767,1135,0.0,0.0,0.37969926,0.9984211,0.0015789059,0.71631205,0.4963145,0.68906015,0.19607055,0.008007812,Majority Voting No T1c
6768,1136,0.0,0.0,0.12068965,1.0,0.0,1.0,0.21538462,0.5603448,0.19607055,0.0059765624,Majority Voting No T1c
6769,1137,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.19607055,0.00359375,Majority Voting No T1c
6770,1138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.19607055,0.0008984375,Majority Voting No T1c
6771,1139,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6772,1140,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6773,1141,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6774,1142,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6775,1143,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6776,1144,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6777,1145,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6778,1146,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6779,1147,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6780,1148,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6781,1149,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6782,1150,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6783,1151,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.19607055,0.0,Majority Voting No T1c
6784,1088,0.0,0.0,0.9385113,0.9937584,0.0062416405,0.8496094,0.89185035,0.96613485,0.20697701,0.008242187,Majority Voting No T2
6785,1089,0.0,0.0,0.97070706,0.99309224,0.006907761,0.84969056,0.9061763,0.9818997,0.20697701,0.0077734375,Majority Voting No T2
6786,1090,0.0,0.0,0.9848197,0.99075204,0.009247943,0.82055336,0.8952134,0.9877859,0.20697701,0.009492188,Majority Voting No T2
6787,1091,0.0,0.0,0.9963801,0.98767096,0.012329047,0.78474694,0.8779904,0.9920255,0.20697701,0.011953125,Majority Voting No T2
6788,1092,0.0,0.0,0.99911505,0.9850429,0.01495709,0.75518394,0.86019045,0.99207896,0.20697701,0.014335938,Majority Voting No T2
6789,1093,0.0,0.0,1.0,0.9867872,0.013212795,0.7813135,0.87723297,0.9933936,0.20697701,0.012617188,Majority Voting No T2
6790,1094,0.0,0.0,0.9958368,0.9855732,0.014426821,0.77260983,0.8701346,0.990705,0.20697701,0.013945312,Majority Voting No T2
6791,1095,0.0,0.0,0.98158526,0.98406637,0.015933637,0.75960344,0.8564443,0.9828258,0.20697701,0.016054688,Majority Voting No T2
6792,1096,0.0,0.0,0.9828527,0.9839207,0.016079286,0.76331717,0.8592845,0.9833867,0.20697701,0.016132813,Majority Voting No T2
6793,1097,0.0,0.0,0.9843283,0.9856554,0.0143446,0.79124177,0.8772863,0.9849919,0.20697701,0.014414063,Majority Voting No T2
6794,1098,0.0,0.0,0.98911464,0.98488975,0.01511023,0.78831697,0.8773737,0.9870022,0.20697701,0.014882812,Majority Voting No T2
6795,1099,0.0,0.0,0.98657244,0.9859831,0.014016952,0.80461097,0.8863492,0.98627776,0.20697701,0.013984375,Majority Voting No T2
6796,1100,0.0,0.0,0.982806,0.98914933,0.010850659,0.8450621,0.90874404,0.9859777,0.20697701,0.011210937,Majority Voting No T2
6797,1101,0.0,0.0,0.98036563,0.98781246,0.012187539,0.8312285,0.89965826,0.984089,0.20697701,0.012617188,Majority Voting No T2
6798,1102,0.0,0.0,0.95212764,0.9869688,0.013031209,0.8201604,0.8812308,0.9695482,0.20697701,0.015078125,Majority Voting No T2
6799,1103,0.0,0.0,0.95619947,0.9861088,0.013891192,0.809008,0.87646693,0.97115415,0.20697701,0.015625,Majority Voting No T2
6800,1104,0.0,0.0,0.9628331,0.9843634,0.015636634,0.78412336,0.86433744,0.97359824,0.20697701,0.016835937,Majority Voting No T2
6801,1105,0.0,0.0,0.94751775,0.9856139,0.01438611,0.79334915,0.863607,0.9665658,0.20697701,0.016484374,Majority Voting No T2
6802,1106,0.0,0.0,0.9480057,0.98817986,0.011820136,0.82312924,0.8811652,0.9680928,0.20697701,0.014023437,Majority Voting No T2
6803,1107,0.0,0.0,0.9632035,0.988519,0.011480961,0.82765037,0.89029676,0.97586125,0.20697701,0.012851562,Majority Voting No T2
6804,1108,0.0,0.0,0.96156585,0.9877661,0.0122339325,0.8202793,0.8853211,0.97466594,0.20697701,0.013671875,Majority Voting No T2
6805,1109,0.0,0.0,0.9765625,0.98776454,0.01223545,0.82286054,0.8931471,0.98216355,0.20697701,0.012851562,Majority Voting No T2
6806,1110,0.0,0.0,0.9790356,0.98630476,0.01369523,0.8088915,0.88586783,0.9826702,0.20697701,0.014101562,Majority Voting No T2
6807,1111,0.0,0.0,0.97981906,0.98377687,0.016223151,0.7822222,0.8699413,0.98179793,0.20697701,0.016445313,Majority Voting No T2
6808,1112,0.0,0.0,0.9697178,0.9829378,0.017062161,0.77375066,0.8607208,0.97632784,0.20697701,0.0178125,Majority Voting No T2
6809,1113,0.0,0.0,0.94782037,0.9837665,0.016233496,0.78587073,0.8592814,0.96579343,0.20697701,0.018359374,Majority Voting No T2
6810,1114,0.0,0.0,0.9208174,0.9827744,0.017225597,0.77693963,0.842782,0.9517959,0.20697701,0.021015625,Majority Voting No T2
6811,1115,0.0,0.0,0.90373653,0.9823904,0.017609593,0.77135134,0.83231264,0.9430635,0.20697701,0.022460938,Majority Voting No T2
6812,1116,0.0,0.0,0.939433,0.983325,0.016674984,0.78429264,0.8548813,0.961379,0.20697701,0.019335937,Majority Voting No T2
6813,1117,0.0,0.0,0.9325988,0.9866151,0.013384878,0.81714934,0.8710654,0.959607,0.20697701,0.016640626,Majority Voting No T2
6814,1118,0.0,0.0,0.904886,0.986204,0.013795969,0.8070889,0.8531941,0.945545,0.20697701,0.018671876,Majority Voting No T2
6815,1119,0.0,0.0,0.86236703,0.9881723,0.01182769,0.8198483,0.84057033,0.92526966,0.20697701,0.01921875,Majority Voting No T2
6816,1120,0.0,0.0,0.8234492,0.98785895,0.012141052,0.8047968,0.81401616,0.9056541,0.20697701,0.0215625,Majority Voting No T2
6817,1121,0.0,0.0,0.7822802,0.988113,0.011887011,0.7987377,0.79042333,0.8851966,0.20697701,0.02359375,Majority Voting No T2
