,sensitivity,specificity,false_positive_rate,precision,dice_score,balanced_accuracy,smooth_dice_loss,mae,model,run,Target Dataset,Target Modality
0,0.7509095072746277,0.7604979872703552,0.23950202763080597,0.14389219880104065,0.1671483814716339,0.7557038068771362,0.8346266746520996,0.24511520564556122,Segan_IO_TF2_brats_on_T2,testing,brats,T1
1,0.7075827717781067,0.8113875985145569,0.1886124163866043,0.18083961308002472,0.1925351321697235,0.759485125541687,0.8094415664672852,0.19943663477897644,Segan_IO_TF2_brats_on_T2,testing,brats,T1c
2,0.7638816833496094,0.9898362755775452,0.010163717903196812,0.8459750413894653,0.7265137434005737,0.8768590092658997,0.27601414918899536,0.019385401159524918,Segan_IO_TF2_brats_on_T2,testing,brats,T2
3,0.8448746800422668,0.951213002204895,0.04878701642155647,0.5272724032402039,0.5276327133178711,0.8980438113212585,0.4762473702430725,0.05334043502807617,Segan_IO_TF2_brats_on_T2,testing,brats,Flair
